,tarih,city,city2,title,content
493,13:47,ankara,Ankara,Ankaragücü'nden Çocuk Evlerine Destek Ziyareti,"  MKE Ankaragücü Kulübü, Ankara Çocuk Evleri'ni ziyaret ederek çocuklara hediyeler verdi.  "
494,13:18,ankara,Ankara,Ankara'da Kadına Yönelik Şiddete Karşı Mücadele Günü Etkinliği,"  Ankara Büyükşehir Belediyesi, '25 Kasım Kadına Yönelik Şiddete Karşı Uluslararası Mücadele Günü' kapsamında Hasanoğlan Kadınlar Lokali üyelerine yönelik 'Kil ile Sanat Terapisi Atölyesi' düzenledi. Atölyede kadınlar, kil ile sanat terapisi yaparak duygusal destek aldılar.  "
495,12:46,ankara,Ankara,Bolu'da Otoyol Ulaşıma Kapandı,  Bolu'da yoğun kar yağışı nedeniyle Anadolu Otoyolu Ankara istikametinde ulaşım kapandı.  
496,12:37,ankara,Ankara,"Ankara-İstanbul yolunda yoğun kar nedeniyle trafik durdu, vatandaşlar dakikalarca yolda bekledi",  Meteoroloji Genel Müdürlüğü'nün art arda uyarıları sonrası yurt genelinde soğuk hava ve kar yağışı etkili olurken Ankara-İstanbul yolunda yaşanan kazalar nedeniyle trafik durma noktasına geldi. İstanbul'a gitmeye çalışan vatandaşlar Bolu Tüneli'ne 10 km kala trafik akışının durması nedeniyle bir süre yolda beklemek zorunda kaldı.  
497,12:31,ankara,Ankara,Ankara-İstanbul Yolunda Kar ve Trafik Kaosu,  Kar yağışı ve kazalar nedeniyle Ankara-İstanbul yolunda trafik durma noktasına geldi.  
498,12:10,ankara,Ankara,3 adayın yarıştığı Saadet Partisi kongresinde büyük arbede,"  Saadet Partisi'nin 9. Olağan Kongresi, Ankara'da Atatürk Spor Salonu'nda başladı. Gözler Mahmut Arıkan, Birol Aydın ve Eski Genel Başkan Mustafa Kamalak'ın yarıştığı seçimlere çevrilmişken kongrede delegeler ile parti görevlileri arasında kavga yaşandı. Tartışmanın sürmesi üzerine arbede büyürken, bazı delegeler ile parti görevlileri arasında yumruklu kavga anları kameralara yansıdı.  "
499,11:58,ankara,Ankara,Madencilerin Eylemi 96. Güne Girdi,"  Ankara'nın Nallıhan ilçesindeki Çayırhan Termik Santrali ve Maden Ocağı'nda varlık satışı kararına karşı sürdürülen madenci eylemi, soğuk havaya rağmen devam ediyor. Madenciler, -5 derecede kararlılıkla direnişlerini sürdürüyor.  "
500,11:47,ankara,Ankara,Beypazarı'nda Karla Mücadele,"  Beypazarı'nda kar yağışının ardından kapanan köy yolları ulaşıma açıldı, çalışmalar sürüyor.  "
501,11:46,ankara,Ankara,Beypazarı'nda Öğretmenler Günü Sabah Namazı,"  Öğretmenler, Beypazarı'nda düzenlenen sabah namazı buluşmasında bir araya geldi.  "
502,11:40,ankara,Ankara,Saadet Partisi 9. Olağan Kongresi Başladı,"  Saadet Partisi'nin 9. Olağan Kongresi, Ankara'da Elektik Salonu'nda yoğun katılım ile başladı.  "
503,11:23,ankara,Ankara,Saadet Partisi Kongresi Başladı,"  Saadet Partisi'nin 9. Olağan Kongresi'nde Mahmut Arıkan, Birol Aydın ve Mustafa Kamalak yarışıyor.  "
504,11:16,ankara,Ankara,Kahramankazan'da Öğretmenler Günü Kutlandı,"  Belediye Başkanı Selim Çırpanoğlu, öğretmenler onuruna yemek düzenleyerek eğitim projelerini tanıttı.  "
506,10:40,ankara,Ankara,Ankara'da Kredi Dolandırıcılarına Operasyon: 7 Tutuklama,"  Ankara'da kredi notunu yükseltme vaadiyle dolandırıcılık yapan 11 kişinin operasyonda 7'si tutuklandı. Sosyal medyada bankacı olarak kendilerini tanıtan dolandırıcılar, 9 kişiyi toplamda 5 milyon TL zarara uğrattı.  "
507,10:41,ankara,Ankara,Ankara Beyaza Büründü,"  Ankara'da kar yağışıyla cadde ve sokaklar beyaza büründü, kartpostallık görüntüler oluştu.  "
508,10:15,ankara,Ankara,Ankara'yı Beyaz Örtü Sardı,  Ankara'da kar yağışı kenti beyaza bürüdü; havadan görüntüler büyüleyici manzaralar sundu.  
509,09:42,ankara,Ankara,Çiçekçi Esnafı Zincir Marketlere Tepkili,"  Ankara Çiçekçiler Odası Başkanı, zincir marketlerin çiçek satışını eleştirerek esnafı savundu.  "
510,09:10,ankara,Ankara,Kredi Dolandırıcılığı Operasyonu: 11 Gözaltı,  Ankara'da sosyal medyadan dolandırıcılık yapan çeteye yönelik operasyonda 11 kişi gözaltına alındı.  
511,09:07,ankara,Ankara,Öğretmenler Günü etkinlikleri ve CHP'nin programı,"  CHP Genel Başkanı Özgür Özel, Öğretmenler Günü dolayısıyla Anıtkabir'i ziyaret edecek ve öğretmenlerle bir araya gelecek. Ayrıca, Saadet Partisi'nin kongresi ve çeşitli etkinlikler de Ankara ve İzmir'de gerçekleşecek.  "
512,05:16,ankara,Ankara,Ankara Kar Altında,"  Ankara, yoğun kar yağışıyla beyaza büründü, parklar kartpostallık görüntüler sundu.  "
513,03:16,ankara,Ankara,Bolu'da Kar Nedeniyle Ulaşım Kontrollü Açıldı,  Anadolu Otoyolu'nda kar ve buzlanma nedeniyle ulaşım yeniden kontrollü sağlandı. Yolda kalanlar için yardım.  
514,02:07,ankara,Ankara,Ankara'da Yoğun Kar Yağışı Sürücülere Zor Anlar Yaşattı,"  Ankara'da akşam saatlerinde başlayan yoğun kar yağışı, sürücülerin araç kontrolünü kaybetmesine ve otoyollarda uzun kuyrukların oluşmasına neden oldu. Bununla birlikte, çocuklar karın tadını çıkardılar.  "
515,00:26,ankara,Ankara,Ilgaz Dağı'nda Kar Trafiği Kilitledi,"  Kastamonu-Ankara Karayolu kar yağışı nedeniyle kapandı, araçlar yolda mahsur kaldı.  "
516,00:16,ankara,Ankara,Ilgaz Dağı'nda Kar Nedeniyle Yol Kapandı,"  Kastamonu-Ankara kara yolunun Ilgaz bölümünde kar yağışı nedeniyle ulaşım durdu, uzun araç kuyrukları oluştu.  "
517,23.11.2024,ankara,Ankara,Ankara'nın Yüksek Kesimlerinde Kar Yağışı Etkili Oldu,"  Ankara'nın yüksek kesimlerinde akşam saatlerinde başlayan kar yağışı, İncek ve Dikmen gibi semtlerde etkisini gösterdi. Cadde ve sokaklar beyaza büründü, ekipler yolların açık kalması için çalışmalara başladı.  "
518,23.11.2024,ankara,Ankara,Kar nedeniyle yolda kalan yolcular ısınmak için halay çekti,"  Ankara'da etkili olan yoğun kar yağışı nedeniyle yolda kalan yolcular, kurtarılmayı beklerken halay çekti. Bu renkli anlar cep telefonlarıyla kaydedildi.  "
519,23.11.2024,ankara,Ankara,Madenciler Kar Yağışında Direnişe Devam Ediyor,  Çayırhan Maden Ocağı'nda varlık satışı kararına karşı başlayan madenci eylemi yoğun kar altında sürüyor.  
520,23.11.2024,ankara,Ankara,Yolda Kalan Yolcular Halay Çekerken,"  Bolu-Ankara arasında yoğun kar yağışı nedeniyle otobüsleri yolda kalan yolcular, kurtarılmayı beklerken halay çekti. Renkli anlar cep telefonlarıyla kaydedildi.  "
521,23.11.2024,ankara,Ankara,Ankara'da Mevsimin İlk Karı Yağdı,  Ankara'da hava sıcaklıklarının düşmesiyle birlikte mevsimin ilk karı akşam saatlerinde yağmaya başladı. Şehrin yüksek kesimleri beyaz örtüyle kaplandı. Ankara Büyükşehir Belediyesi karla mücadele çalışmalarına devam ediyor.  
523,23.11.2024,ankara,Ankara,Ankara'da Mevsimin İlk Kar Yağışı Başladı,"  Ankara'da hava sıcaklıklarının düşmesiyle birlikte mevsimin ilk kar yağışı akşam saatlerinde etkili olmaya başladı. Kentin yüksek kesimleri beyaza bürünürken, Ankara Büyükşehir Belediyesi karla mücadele çalışmalarını sürdürüyor.  "
524,23.11.2024,ankara,Ankara,Ankara'da Kar Yağışı Başladı,  Meteoroloji uyarıları sonrası Ankara'nın kuzey kesimlerinde kar yağışı etkili olmaya başladı.  
525,23.11.2024,ankara,Ankara,Ankara Caz Festivali'nde Hakan Başar Trio Performansı,"  28. Uluslararası Ankara Caz Festivali, Hakan Başar Trio'nun konseriyle devam etti. Başar, yeni albümünün projesini tanıttı.  "
526,23.11.2024,ankara,Ankara,Özgür Özel'den İstanbul Sözleşmesi Vurgusu,"  CHP Genel Başkanı Özgür Özel, İstanbul Sözleşmesi'nin yeniden Meclis'e sunulacağını açıkladı.  "
527,23.11.2024,ankara,Ankara,Gençlerbirliği Ankaragücü’nü 1-0 Yenerek 3 Puan Aldı,"  Gençlerbirliği, MKE Ankaragücü'nü 1-0 mağlup ederken, Teknik Direktör Yardımcısı Çiçekverdi açıklamalarda bulundu.  "
528,23.11.2024,ankara,Ankara,Ankaragücü'nün Mağlubiyet Üzüntüsü,"  Teknik direktör Koçak, Gençlerbirliği karşısında kaçırılan fırsatlara dikkat çekti.  "
529,23.11.2024,ankara,Ankara,"Gençlerbirliği, Ankaragücü'nü 1-0 Yendi","  Trendyol 1. Lig'in 13. haftasında Gençlerbirliği, Alperen'in golüyle MKE Ankaragücü'nü mağlup etti.  "
530,23.11.2024,ankara,Ankara,Eşi ve Sevgilisini Öldüren Şahıs Tutuklandı,"  Ankara'da, eşi Elif Bozkurt'u ve onun sevgilisi olduğunu iddia ettiği Hasan Şahin'i öldüren Servet Bozkurt yakalandı. Olayın ardından, Bozkurt'un hapse atılmasına rağmen ev hapsinde olduğu dönemde gerçekleşen cinayetler büyük bir yankı uyandırdı.  "
531,23.11.2024,ankara,Ankara,Ankara'nın Kuzeyi Karla Kaplandı,  Ankara'nın kuzey ilçeleri Çamlıdere ve Kızılcahamam'da kar yağışı etkili olmaya başladı.  
532,23.11.2024,ankara,Ankara,AK Parti Gölbaşı Kongresi Yapıldı,"  AK Parti Genel Sekreteri Fatih Şahin, Türkiye Yüzyılı'nı millete hizmetle inşa edeceğiz dedi.  "
533,23.11.2024,ankara,Ankara,Büşranur Koca ve Doğukan Keskinkılıç Evlendi,  Ankara'da yapılan düğünde çiftin nikah şahitleri yakınları oldu.  
534,23.11.2024,ankara,Ankara,Sözeri: 'Bu Skor Bizi Aldatmayacak',"  Ankara Keçiörengücü Teknik Direktörü Erkan Sözeri, Manisa FK galibiyetinin ardından eksiklerine dikkat çekti.  "
535,23.11.2024,ankara,Ankara,Çavuş: Takım oyundan koptu,"  Manisa FK Teknik Direktörü Çağdaş Çavuş, Keçiörengücü maçında oyuncuların motivasyon kaybı yaşadığını belirtti.  "
536,23.11.2024,ankara,Ankara,İYİ Parti Genel Başkanı Dervişoğlu soruları yanıtladı Açıklaması,"  İYİ Parti Genel Başkanı Müsavat Dervişoğlu, eski CHP Genel Başkanı Kemal Kılıçdaroğlu'nun dün mahkemede yaptığı savunmasına ilişkin, ""Toplumun önemli bir kesimini töhmet altında bırakan ve Kurucu Genel Başkan'ımız Sayın Meral Akşener'i doğrudan hedef alan açıklamalarını şiddetle reddediyor...  "
537,23.11.2024,ankara,Ankara,Afyonkarahisar'da Akaryakıt İstasyonunda Yangın,  Afyonkarahisar'da bir akaryakıt istasyonunun deposunda çıkan yangın hasara yol açtı.  
538,23.11.2024,ankara,Ankara,"Keçiören Belediyesi, Yağışa Karşı Teyakkuzda","  Ankara'nın Keçiören Belediyesi, Meteoroloji Genel Müdürlüğü'nün uyarıları sonrası yağış bekleyen hafta sonu için hazırlıklarını tamamladı. 267 personel ve 66 araçla olumsuzluklara karşı önlem alındı. Kriz masası kurularak, vatandaşlara uyarılarda bulunuldu.  "
539,23.11.2024,ankara,Ankara,Keçiörengücü'nden Farklı Galibiyet,"  Ersan Parlatan, Manisa FK galibiyeti sonrası oyuncularının gelişimini ve eksiklerini değerlendirdi.  "
540,13:33,antalya,Antalya,İkinci bahar hayali kabusa dönünce otomobilinde yaşamaya başladı,"  Antalya'da yaşayan Ahmet Yarbaşı, 1,5 yıl önce evlendiği eşi N.Y.'nin boşanma karşılığında 32 yıl önce emekli ikramiyesiyle satın aldığı evin yarısını talep etmesi üzerine evden ayrılarak otomobilinde yaşamaya başladı. Evinin yarısını ve arabasının parasını talep eden eşi nedeniyle evine dönemeyen Yarbaşı, boşanma davasının bir an önce sonuçlanmasını bekliyor. Yarbaşı, yaşadığı zorlukları anlatarak, 'Arabada yaşamak çok zor' dedi.  "
541,22.11.2024,antalya,Antalya,Bıçaklı Şahısı Cemaat Taşlayarak Kovdu,"  Antalya'da bıçakla tehdit eden şahıs, cami cemaati tarafından taşlanarak 2 km kovalandı.  "
542,22.11.2024,antalya,Antalya,7. ATSO Tarım İnovasyon Ödülleri Sahiplerini Buldu,"  Bu yıl 7'ncisi düzenlenen ATSO Tarım İnovasyon Ödülleri, sera ve sulama teknolojileri, tohum, fide, bitki besleme ve koruma ile akıllı tarım kategorilerinde ödüller dağıtıldı. Antalya Valisi Hulusi Şahin, Growtech Tarım Fuarı'nın dünya çapındaki önemine dikkat çekti.  "
543,22.11.2024,antalya,Antalya,Belediyenin kira zammını duyan işletmeci isyan etti: HDP'ye oy atacağım artık,"  Antalya Büyükşehir Belediyesi, Kalkan'daki bir döner işletmesinin 160.000 TL olan yıllık kira bedelini 860.000 TL'ye çıkardı. Fahiş zam uygulanarak dükkanı boşaltılan kadın ''HDP'ye oy atacağım artık'' diyerek duruma tepki gösterdi.  "
544,22.11.2024,antalya,Antalya,CarrefourSA'dan Antalya'da Bayilik Buluşması,"  CarrefourSA, Antalya'da 520 bayiye ulaşarak küçük esnaf ve girişimcilerle büyümeye devam ediyor.  "
545,21.11.2024,antalya,Antalya,SGK Bahçesinde Şüpheli Çanta Alarmı,"  Antalya'da SGK İl Müdürlüğü'ne bırakılan çanta fünye ile patlatıldı, içinde kişisel eşyalar bulundu.  "
546,21.11.2024,antalya,Antalya,Antalya'da eğitime 1 gün ara,"  Meteoroloji Genel Müdürlüğü'nün turuncu kodlu yağış uyarısı yaptığı Antalya'da Serik, Manavgat, Alanya, İbradı, Akseki ve Gündoğmuş ilçelerinde cuma günü sadece taşımalı eğitime 1 gün ara verildi.  "
547,21.11.2024,antalya,Antalya,Antalya'da bulunan Ormana Köyü dünyanın en iyi köyü seçildi,  Birleşmiş Milletler'e bağlı olan Dünya Turizm Örgütü (UNWTO) tarafından düzenlenen En İyi Turizm Köyü Programı'ında Antalya'nın İbradı ilçesinde bulunan Ormana Köyü 2024 yılı değerlendirmelerinde ''en iyi turizm köyü'' ünvanını aldı.  
548,21.11.2024,antalya,Antalya,"Başkan Uysal, Turunç Masa Projesi'nin 10. Yılını Kutladı","  Antalya Muratpaşa Belediye Başkanı Ümit Uysal, halkla ilişkiler ve yönetişim sistemi olan Turunç Masa'nın 10. yaş kutlamasında, 200'e yakın belediyeye bu sistemi ulaştırdıklarını belirtti. Uysal, sistem kurmanın ve sürdürülebilir olmasının önemine vurgu yaptı.  "
549,20.11.2024,antalya,Antalya,İş Bankası'nın Antalya'da Turizm İhtisas Şubesi Açıldı,"  Türkiye İş Bankası, Antalya'da turizm sektörüne özel hizmet verecek şubesini açtı.  "
550,19.11.2024,antalya,Antalya,Perge Antik Kenti'nde Kestros Çeşmesi Yeniden Suya Kavuştu,"  Pamfilya'daki Perge Antik Kenti'nde Kestros Çeşmesi, 1800 yıl aradan sonra yeniden su akıttı.  "
551,19.11.2024,antalya,Antalya,Alanya'da Hortum Alarmı,"  Alanya'da yağış sonrası denizde hortum oluştu, vatandaşlar görüntüledi.  "
552,19.11.2024,antalya,Antalya,Kepezli Genç Basketbolculardan Stres Dolu Zafer,"  Kepez Belediyespor U14 Kadın Basketbol Takımı, Antalya Şampiyonası Play-Off mücadelesinde Muratpaşa Belediyespor'u 46-41 mağlup ederek önemli bir galibiyet elde etti. Maç, son dakikalarındaki gergin anlara sahne oldu.  "
553,18.11.2024,antalya,Antalya,Antalya Büyükşehir Belediyesi'nin 2025 Yılı Taslak Bütçesi Oy Birliğiyle Kabul Edildi,"  Antalya Büyükşehir Belediyesi'nin 2025 yılı taslak bütçesi 39 milyar lira olarak belirlendi ve oy birliğiyle kabul edildi. Başkan Muhittin Böcek, ASAT'ın 2025 yılı taslak bütçesinin 27 milyar 250 milyon TL olduğunu duyurdu.  "
554,18.11.2024,antalya,Antalya,Manavgat'ta Park Halindeki Okul Servisinde Yangın,"  Antalya'nın Manavgat ilçesinde park halindeki bir okul servisinde henüz belirlenemeyen bir nedenle yangın çıktı. Yangında aracın iç kısmı tamamen yanarak kullanılamaz hale geldi. Araç sahibi yangını, yoldan geçen bir vatandaşın uyarısıyla fark etti.  "
555,17.11.2024,antalya,Antalya,Antalya'da Gece Yangın Korkusu,"  Antalya'da gece çıkan yangın apartman sakinlerine panik yaşattı, ev kullanılamaz hale geldi.  "
556,17.11.2024,antalya,Antalya,Manavgat'taki Yangın Kontrol Altına Alındı,"  Antalya'nın Manavgat ilçesinde otluk alanda çıkan yangın, vatandaşların ve itfaiye ekiplerinin müdahalesiyle yerleşim yerlerine zarar vermeden söndürüldü.  "
557,16.11.2024,antalya,Antalya,Antalya'da Hırsızlık Kamerada,"  Serik'te apartmana giren hırsız, ayakkabıları kabanına saklayarak güvenlik kameralarına yakalandı.  "
558,16.11.2024,antalya,Antalya,Antalya'da Elektrikli Bisiklet Kazası,"  Manavgat'ta elektrikli bisiklet ile otomobil çarpıştı, sürücü yaralandı.  "
559,15.11.2024,antalya,Antalya,Antalya'da Bisiklet Zaman Yarışı,"  UCI Nirvana Gran Fondo Antalya'da, 26 ülkeden 218 bisikletçi zamana karşı yarıştı.  "
560,15.11.2024,antalya,Antalya,"Atatürk'e saygısızlık yapmıştı, fotoğrafının önünde ters kelepçeli görüntülendi","  Atatürk'ün çıkartmasını yere atıp üzerine tükürdükten sonra ayağıyla çiğneyen şahıs çıkarıldığı mahkemede tutuklandı. Antalya Emniyet Müdürlüğü, yabancı uyruklu şahsın Atatürk fotoğrafının önünde ters kelepçeli olarak fotoğrafını paylaştı.  "
561,14.11.2024,antalya,Antalya,Köpek İnşaatta Kurtarıldı,"  Antalya'da inşaat işçileri, havuz makine dairesine düşen köpeği kurtardı ve güvenli bir yere bıraktı.  "
562,14.11.2024,antalya,Antalya,Antalya'da İlk Halk Lokantası Açıldı,"  Manavgat Belediyesi, Antalya'daki ilk Halk Lokantası'nı hizmete açtı. Lokantada 60 TL'ye 4 çeşit yemek sunulurken, açılışta belediye başkanı ve siyasi isimler halka yönelik projelerin önemine vurgu yaptı.  "
563,13.11.2024,antalya,Antalya,Antalya'da ölü bulunan kardeşlerle ilgili korkunç şüphe,"  Antalya'ya bir süre önce çalışmak için gelen ve yaklaşık 2,5 haftadır yakınlarının ulaşamadığı İran uyruklu 3 kardeş, yaşadıkları evde ölü bulundu. Kardeşlerin hayatını kaybettiği camları bantla, kapı altlarının havlu ile kapatıldığı odanın ortasında mangal içerisinde yakılmış kömür bulundu. Ayrıca oda içerisinde kardeşlerin borsada yüklü miktarda para kaybettiklerini anlattıkları Farsça yazılan not ele geçirildi. Kardeşlerin intihar ettiği değerlendiriliyor.  "
564,11.11.2024,antalya,Antalya,"Traktör Devrildi, Genç Yaralandı","  Manavgat'ta askere gitmeye hazırlanan genç, traktörün devrilmesi sonucu yaralandı.  "
565,11.11.2024,antalya,Antalya,Antalya'da Büfe Yangını: Sahibinin Ekmek Teknesi Kül Oldu,"  Antalya'nın Serik ilçesinde büfe işleten Ali Güzel, sabah iş yerini yangın halinde buldu. Yangının nedeni henüz belirlenmedi. Yangın sonrası, Güzel karakola giderek durumu bildirdi.  "
566,11.11.2024,antalya,Antalya,Antalya'da Misafirhane Yangını,"  Antalya'da bir misafirhane yangınında yaralanan olmadı, eşyalar kullanılamaz hale geldi.  "
567,10.11.2024,antalya,Antalya,Gazipaşa'da Orman Yangını,  Antalya'nın Gazipaşa ilçesinde kızılçam ormanında çıkan yangın 4 dekarlık alanı etkiledi.  
568,09.11.2024,antalya,Antalya,Kumluca'da Orman Yangını Kontrol Altında,"  Antalya'nın Kumluca ilçesinde çıkan orman yangını kısmen kontrol altına alındı, çalışmalar sürüyor.  "
570,07.11.2024,antalya,Antalya,Antalya'da Toplu Taşımada Kavga,  Antalya'da bir otobüste 'yan bakma' sebebiyle iki erkek yolcu arasında kavga çıktı.  
571,05.11.2024,antalya,Antalya,Antalya'da Mutfakta Yangın Çıktı,  Antalya'da bir iş yerinin mutfak kısmında çıkan yangın itfaiye ekipleri tarafından kontrol altına alındı.  
572,05.11.2024,antalya,Antalya,Manavgat'ta Çalılık Yangını Kontrol Altına Alındı,"  Antalya'nın Manavgat ilçesinde çıkan çalılık yangını, itfaiye ekiplerinin hızlı müdahalesiyle yerleşim alanlarına ulaşmadan söndürüldü. Yangının sigara izmaritinden çıkmış olabileceği belirtildi.  "
573,04.11.2024,antalya,Antalya,Uyuşturucu illeti sokaklarda kol geziyor! Görüntülerin tamamı aynı kentimizde çekildi,  Antalya'da çeşitli mahallelerde uyuşturucu madde kullandığı düşünülen şahısların kendilerinden geçmiş haldeki görüntüleri izleyenleri kahretti.  
574,04.11.2024,antalya,Antalya,Antalya'da Yangın: Osman Özbaş Hayatını Kayıyor,"  Antalya'da metruk evde çıkan yangın, Osman Özbaş'ı son anda kurtardı. Ev kullanılamaz hale geldi.  "
575,03.11.2024,antalya,Antalya,Ironman 70.3 Türkiye Antalya'da Tamamlandı,  Antalya'da düzenlenen Ironman 70.3 Türkiye yarışlarına 80 ülkeden 2000'den fazla sporcu katıldı.  
576,03.11.2024,antalya,Antalya,Antalya'da İngiliz Turist Patlaması,"  Antalya, 2024'te İngiltere pazarında %20 artışla 1,5 milyon İngiliz turist ağırlamayı hedefliyor.  "
577,02.11.2024,antalya,Antalya,Manavgat'ta Çiğköfteciye Hırsızlık,"  Antalya Manavgat'ta çiğköfteci işyerinin yanındaki motosiklet ve paralar çalındı, polis soruşturma başlattı.  "
578,01.11.2024,antalya,Antalya,Antalya'da Motosikletli Saldırı: İş Yeri Sahibi Ölümden Döndü,"  Serik'te maskeli saldırganlar iş yerine ateş etti. Kamera kayıtları, iş yeri sahibinin kurtuluşunu gösteriyor.  "
579,01.11.2024,antalya,Antalya,Alanya'da Motosikletli 2 Kişiye Saldırı,"  Antalya'nın Alanya'da bir kişi, motosikletteki 2 kişiye tabancayla saldırdı; yaralılar hastanede.  "
580,31.10.2024,antalya,Antalya,Antalya'da Turist Sayısı 16 Milyonu Geçti,"  Antalya, ekim sonu itibarıyla 16 milyon turiste ulaştı, yıl sonunda 17 milyon hedefleniyor.  "
581,31.10.2024,antalya,Antalya,Antalya'da 137 Suçlu Yakalandı,"  Jandarma, asayiş uygulamalarıyla 137 suçluyu yakaladı, aralarında 28 hükümlü var.  "
582,31.10.2024,antalya,Antalya,Alanya'da Piknik Tüpü Yangını,"  Alanya'da pişi yaparken piknik tüpünden çıkan yangın apartmanda hasara yol açtı, yaralanan yok.  "
583,31.10.2024,antalya,Antalya,Antalya'da Tadilatta Yangın Çıktı,"  Boş dairede çıkan yangın, itfaiye tarafından söndürüldü; maddi hasar meydana geldi.  "
584,30.10.2024,antalya,Antalya,Kepez Belediyesi'nden Gazi Mahallesi'ne Güzelleştirme Çalışmaları,"  Kepez Belediyesi, 'değişim ve dönüşüm' projesi kapsamında her hafta bir mahallede yapılan temizlik, fen ve yeşil alan çalışmalarıyla Gazi Mahallesi'nde önemli düzenlemeler gerçekleştirdi. Başkan Mesut Kocagöz, çalışanlarının emeklerini takdir ederek, şehri daha iyi bir hale getirme hedefinde kocaman bir aile olduklarını vurguladı.  "
585,29.10.2024,antalya,Antalya,"Kenan Doğulu, Cumhuriyetin 101. Yılında Antalya'da","  Kenan Doğulu, Antalya'da Cumhuriyet Bayramı konseri verdi, yoğun ilgiyle karşılandı.  "
586,29.10.2024,antalya,Antalya,Antalya'da Yangın Komşular Tarafından Söndürüldü,  Antalya'da bir balkonda çıkan yangına komşular hortumla müdahale ederek alevleri söndürmeye çalıştı.  
587,29.10.2024,antalya,Antalya,Antalya'da Kaza: 500 Metre Sürüklenen Araç!,"  Antalya'da bir kamyon, otomobili 500 metre sürükledi. 4 kişi şans eseri yara almadı.  "
588,28.10.2024,antalya,Antalya,Antalya'da Güneşli Havada Denize Girme Keyfi,"  Antalya'da sıcaklık 27,7 derece, sahillerde turistler deniz ve güneşin tadını çıkarıyor.  "
589,28.10.2024,antalya,Antalya,Sahil Güvenlik Botları Cumhuriyet Bayramı'nda Ziyarete Açık,"  29 Ekim'de Alanya, Kaş ve Finike'de Sahil Güvenlik botları halka açılacak. Ziyaret saatleri 10.00-17.00.  "
590,28.10.2024,antalya,Antalya,Manavgat'ta Trafik Kazası,"  Kamyonet ile otomobil çarpıştı, otomobil refüjü aşarak park halindeki araca çarptı.  "
591,28.10.2024,antalya,Antalya,Antalya'da Otomobil Çukura Düştü,  Manavgat'ta elektrik hatları için açılan çukura düşen otomobilde kimse yaralanmadı.  
592,27.10.2024,antalya,Antalya,Antalya'da Tarım Arazisinde Yangın: 10 Dönüm Alan Zarar Gördü,"  Akseki ilçesinde badem ağaçlarının bulunduğu tarım arazisinde çıkan yangın, ekiplerin hızlı müdahalesiyle kontrol altına alındı. Yangın nedeni ile yaklaşık 10 dönüm alan zarar gördü. Olayla ilgili bir kişi ifadeye alındı.  "
593,27.10.2024,antalya,Antalya,"Cami imamı, sokak ortasında öldüresiye dövüldü! Vahşetin nedeni de akılalmaz","  Antalya'da araç park etme nedeniyle çıkan tartışma sonucu cami imamı İbrahim Bircan 2-3 kişilik grup tarafından öldüresiye dövüldü. Olay anına şahit olan kızı, saldırganlara yalvararak babasını kurtarmaya çalışırken, cep telefonuyla da kayda aldı. Yüzünden yaralanan imam, ambulansla hastaneye kaldırıldı.  "
594,27.10.2024,antalya,Antalya,Uygunsuz halde gördüğü kişileri uyarırken başına gelmeyen kalmadı: Cezayı kendime kestim,"  Antalya'da 27 yaşındaki M.A., uygunsuz halde gördüğü kişileri uyarmak için 35 metre yükseklikteki bir uçurumdan kayalıklara indi. Kayalıklarda mahsur kalan ve yardım çığlıkları atan genci itfaiye ekipleri kurtardı. Kurtarıldıktan sonra konuşan genç, ""Aşağıda terbiyesiz bir adam vardı, ona ceza keseyim derken yanlışlıkla kendime ceza kestim."" ifadelerini kullandı.  "
595,27.10.2024,antalya,Antalya,Kepez Belediyespor U18 Takımı Namağlup Liderliğini Sürdürüyor,"  Kepez Belediyespor U18 Elit Lig Futbol Takımı, DSİ'yi 6-0 mağlup ederek şampiyonluk yolunda kayıpsız ilerlemeye devam etti. Başantrenör Emin Pehlivanlar, oyuncularını tebrik etti.  "
596,26.10.2024,antalya,Antalya,"Akseki'de Tarım Arazisinde Yangın, Büyümeden Kontrol Altına Alındı","  Antalya'nın Akseki ilçesindeki tarım arazisinde çıkan yangın, yerleşim yerlerine sıçramadan ekiplerin zamanında müdahalesiyle kontrol altına alındı. Yangında bir bağ evi de hasar gördü.  "
597,26.10.2024,antalya,Antalya,Antalya'da Suit Otelde Yangın Kontrol Altına Alındı,"  Antalya'da bir suit otelde çıkan yangın, itfaiyenin müdahalesiyle büyümeden söndürüldü.  "
598,26.10.2024,antalya,Antalya,Antalya'da Otel Yangını Kontrol Altına Alındı,"  Antalya'da bir otelde çıkan yangın, itfaiyenin hızlı müdahalesiyle söndürüldü, kimse zarar görmedi.  "
599,26.10.2024,antalya,Antalya,Alanya'da Yabancı Kadın Kazada Hayatını Kaybetti,  Antalya'nın Alanya ilçesinde yolun karşısına geçerken otomobil çarpan kadın olay yerinde öldü.  
600,25.10.2024,antalya,Antalya,Kaçak Alkol Fabrikasına Baskın,"  Antalya'da kaçak alkol fabrikasında 28 bin litre etil alkol ele geçirildi, 14 şüpheli tutuklandı.  "
601,25.10.2024,antalya,Antalya,Manavgat'ta Kamyon Yangını,"  Manavgat'ta seyir halindeki kamyon alev aldı, yangın kontrol altına alındı.  "
