,tarih,city,city2,title,content,suc_turu_title,suc_turu_content
674,2024-11-14 00:00:00,atakum,samsun,Samsun'da Kadın Ölü Bulundu,  Samsun'da yakınları haber alamadıkları kadını itfaiye kapıyı kırarak buldu. Otopsi yapılacak.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
675,2024-10-26 00:00:00,atakum,samsun,Samsun'da 31 Bin Liralık Hırsızlık,  Samsun'da 31 bin liralık kazı kazan çalan H.Ç. tutuklandı.  ,"{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
676,2024-11-21 00:00:00,atakum,samsun,Otomobil Otobüs Durağına Çarptı: 3 Öğrenci Yaralı,"  Samsun Atakum'da otomobil otobüs durağına çarptı, 3 üniversite öğrencisi yaralandı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
677,2024-11-19 00:00:00,atakum,samsun,Samsun'da Hırsızlık Olayı: 154 Bin Lira Değerinde Bakır Eşya Çalındı,  Atakum ilçesinde iki evden 154 bin lira değerinde bakır eşya ve kabloları çalan 46 yaşındaki C.S. gözaltına alındı. Olayla ilgili soruşturma devam ediyor.  ,"{
  ""suç_türü"": ""Mala Karşı İşlenen Suçlar""
}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
678,2024-11-21 00:00:00,atakum,samsun,Samsun'da Otomobil Otobüs Durağına Daldı: 3 Öğrenci Yaralı,"  Samsun'un Atakum ilçesinde direksiyon kontrolünü kaybeden sürücünün otomobili, otobüs durağına çarparak 3 üniversite öğrencisinin yaralanmasına neden oldu. Olay yerinde polis ve sağlık ekipleri müdahale etti.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
679,2024-12-11 00:00:00,atakum,samsun,Samsun'da İnşaat Kazası: Tesisatçı Hayatını Kaybetti,"  Samsun'da inşaatta çalışan Fikri Kaya, 5'inci kattan düşerek hayatını kaybetti. Soruşturma başlatıldı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
680,2024-04-10 00:00:00,ataşehir,i̇stanbul,"Özel ve İmamoğlu Ümraniye-Ataşehir- Göztepe Metro Hattında İncelemelerde Bulundu. Özel: ""Gülen Yüzlere İstanbul'un Yüzünü Güldürenlere Selam Olsun""","  CHP Genel Başkanı Özgür Özel ve İBB Başkanı Ekrem İmamoğlu, 3 ilçeden geçecek, yaklaşık 2 milyonluk bir nüfusa hizmet verecek, 11 istasyonlu, Ümraniye-Ataşehir-Göztepe Metro Hattı’nın Ataşehir şantiyesinde incelemelerde bulundu. İmamoğlu ve çalışma arkadaşlarına, “Yüzümüzü kara çıkarmadınız” sözleriyle seslenen Özel, çalışanların memnuniyetine işaret ederek, ""Gülen yüzlerle İstanbul'un yüzünü güldürenlere selam olsun” dedi. Önceki İBB yönetimi tarafından 2017’de başlatılan, ancak kısa bir süre sonra durdurulan hatta yüzde 85 ilerleme sağladıkları bilgisini paylaşan İmamoğlu da “Önümüzdeki sene bu aylarda, ekim-kasım aylarında bu hattı İstanbul'umuza kazandırmış olacağız” müjdesini verdi.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
681,2024-03-10 00:00:00,ataşehir,i̇stanbul,"Erkan Baş: ""Kim Bizim Vergimizi Çalıyorsa Elektrik, Su Faturalarını, Yol Paralarını Onlar Ödesin""","  Türkiye İşçi Partisi (TİP) Genel Başkanı Erkan Baş, İstanbul Ataşehir’deki bir pazar yerinde; “Suyun parayla satılmasını, birilerinin su için zengin edilmesini kabul etmiyoruz. Elektriksiz yaşayamayız. Biz vergimizi veriyor muyuz, niye veriyoruz vergiyi? Elektrik, yol, su olarak bize geri dönsün diye vermiyor muyuz? Kim bizim vergimizi çalıyorsa elektrik, su faturalarını, yol paralarını onlar ödesin” dedi.  ","{""suç_türü"": ""Ekonomik Suçlar""}","{""suç_türü"": ""Hiçbiri""}"
682,2024-11-19 00:00:00,ataşehir,i̇stanbul,"FIFA, Pendikspor'a üç dönem transfer yasağı getirdi","  FIFA, Trendyol 1. Lig ekiplerinden Pendikspor'a üç dönem transfer yasağı getirdiğini duyurdu. Geçen sezon Süper Lig'de 37 puanla 17. sırada yer alarak 1. Lig'e düşen Pendikspor, FIFA'dan gelen bu kararla sarsıldı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
683,2024-10-28 00:00:00,ataşehir,i̇stanbul,"İddia vahim! Özel hastanenin önünde can çekişen motokuryeye, dakikalarca müdahale edilmedi",  İstanbul'un Ataşehir ilçesinde bir motokurye özel hastanenin önünde otomobille çarpıştı. Yaralı halde yerde bekleyen motokuryeye hastanedeki görevlilerin 15 dakika boyunca müdahale edilmediği öne sürüldü.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
684,2024-11-10 00:00:00,ataşehir,i̇stanbul,Ataşehir'de İETT Otobüsü Yangını,"  İstanbul Ataşehir'de seyir halindeyken alev alan İETT otobüsünde yaralanan olmadı, yolcular tahliye edildi.  ","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
685,2024-04-10 00:00:00,ataşehir,i̇stanbul,"CHP Genel Başkanı Özgür Özel, Ataşehir Belediyesi'ni Ziyaret Etti","  CHP Genel Başkanı Özgür Özel, Ataşehir Belediyesi'ni ziyaret ederek, 6 ayda gerçekleştirilen hizmetlerden duyduğu memnuniyeti dile getirdi. Belediye Başkanı Onursal Adıgüzel, eğitime sağlanan destekleri ve bölgedeki ulaşım projelerini aktardı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
686,2024-10-13 00:00:00,ataşehir,i̇stanbul,Ataşehir Belediyesi Sosyal Tesis Açılışlarına Devam Ediyor,"  Ataşehir Belediyesi, ilçe halkına uygun fiyatlarla sosyal alanlar sunmak için Ata Kafe'nin 4. şubesini açtı. Başkan Onursal Adıgüzel, sosyal tesislerin sayısının artacağını ve yeni restoranların da hizmete gireceğini duyurdu.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
687,2024-10-28 00:00:00,ataşehir,i̇stanbul,"Sinan Meydan, Cumhuriyet'in 101. Yılına Özel Konferans Verdi","  Tarihçi-Yazar Sinan Meydan, Ataşehir'de düzenlenen etkinlikte 'Lozan'dan Cumhuriyet'e Çağdaş Türkiye'nin Doğuşu' konulu söyleşi gerçekleştirdi. Meydan, Cumhuriyet'in kuruluş dönemine dair bilgiler ve analizler paylaşarak, tarihi bilincin önemine dikkat çekti.  ","{
  ""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
688,2017-09-21 00:00:00,atkaracalar,çankırı,Çankırı'da Kaçakçılık Operasyonu,"  Çankırı'da düzenlenen operasyonda, 45 bin 900 paket kaçak sigara, 25,50 kilogram sigara tütünü ve 200 kilogram nargile tütünü ele geçirildi.  ","{
  ""suç_türü"": ""Organize Örgüt Suçları""
}","{
   ""suç_türü"" : ""Ekonomik Suçlar""
}"
689,2014-12-02 00:00:00,atkaracalar,çankırı,İşten Çıkarılan İşçiler Bahçeli'nin Yolunu Kesti,"  Çankırı'da yaklaşık 500 işçi, maaşını alamadıkları ve işten çıkartıldıkları gerekçesiyle, seçim çalışmasına katılmak üzere Çankırı'ya giden MHP Genel Başkanı Devlet Bahçeli'nin yolunu kesti.  ","{
   ""suç_türü"": ""Şiddet Suçları""
}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
690,2018-10-03 00:00:00,atkaracalar,çankırı,Çankırı'da Şifa Dağıtan Balıkların Sayısı Azalıyor,  Çankırı’nın Atkaracalar ilçesinde bulunan ve halkın kutsal olarak gördüğü balıkların sayısı azaldı.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
691,2017-09-19 00:00:00,atkaracalar,çankırı,Çankırı'da Düşen Yıldırımlar Nedeniye 4 Ayrı Noktada Orman Yangını Çıktı,"  ÇANKIRI'nın Bayramören, Atkaracalar ve Eldivan ilçelerinde yıldırım düşmesi sonucu 4 ayrı noktada orman yangını çıktı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
692,2020-01-02 00:00:00,atkaracalar,çankırı,Emniyet şeridindeki araca tır çarptı: 1 ölü,  Çankırı'da arızalanan aracını emniyet şeridinde çeken sürücüye tır çarptı.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
693,2023-05-08 00:00:00,atkaracalar,çankırı,Çankırı'da çöp yangınında 20 dönüm ekili arazi zarar gördü,"  Çankırı'nın Atkaracalar ilçesinde çöplerin yakılması sonucu çıkan yangın, 20 dönüm ekili araziye sıçradı. İtfaiye ekiplerinin müdahalesiyle yangın söndürülürken, tavuk çiftlikleri ve güneş enerjisi panelleri zarar görmeden önlendi.  ","{
""suç_türü"": ""Hiçbiri""
}","{
   ""suç_türü"": ""Hiçbiri""
}"
694,2022-09-24 00:00:00,atkaracalar,çankırı,Şarampole yuvarlanan otomobilde aynı aileden 1'i bebek 3 kişi can verdi,  Çankırı'nın Atkaracalar ilçesi D100 karayolunda sürücüsünün direksiyon hakimiyetini kaybetmesi sonucu şarampole devrilen otomobilde 1'i bebek 3 kişi yaşamını yitirdi.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
695,2021-01-14 00:00:00,atkaracalar,çankırı,Çankırı'da beklenen kar yağışı başladı,  Çankırı'da beklenen kar yağışı başladı Çankırı'da havaların mevsim normallerinin üzerinde seyretmesinin ardından uzun süredir hasretle beklenen kar yağışı vatandaşları sevindirdi.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
696,2023-06-12 00:00:00,avanos,nevşehir,Türkiye'nin en büyük rüşvet operasyonunda 274 şüpheli gözaltına alındı,"  Avanos Cumhuriyet Başsavcılığı'nın talimatıyla Nevşehir Kaçakçılık ve Organize Suçlarla Mücadele Şube Müdürlüğü tarafından gerçekleştirilen operasyonda, 76 ilde yapılan çalışmalar sonucunda 274 şüpheli gözaltına alındı. Operasyon, Avanos Noterliği'nde yapılan usulsüzlükler ve rüşvet alışverişleriyle ilgili gerçekleştirildi.  ","{""suç_türü"": ""Ekonomik Suçlar""}","{""suç_türü"": ""Organize Örgüt Suçları""}"
697,2023-09-18 00:00:00,avanos,nevşehir,Nevşehir'de Jandarma Ekipleri Tarafından Cayrokopter Destekli Trafik Denetimi Gerçekleştirildi,"  Nevşehir'de Jandarma ekipleri tarafından Avanos, Gülşehir, Hacıbektaş ve Kozaklı ilçelerinde cayrokopterle trafik denetimi gerçekleştirildi. Havadan yapılan denetimlerde trafik kurallarına uymayan sürücülere cezai işlem uygulandı. Trafik kazalarının önlenmesi amacıyla hava araçlarının desteğiyle yapılan denetimlerin devam edeceği belirtildi.  ","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
698,2024-02-15 00:00:00,avanos,nevşehir,Nevşehir'de Firari Şüpheli Yakalandı,"  Nevşehir'de 9 yıl önce bir kişiyi öldüren firari şüpheli, saklandığı evde yakalandı. Ramazan Gömbel, 2014 yılında Avanos ilçesine bağlı Sarılar köyünde meydana gelen olayda Murat Karlı'nın ölümüne ve 2 kişinin yaralanmasına neden olmuştu. Jandarma ekipleri tarafından yapılan çalışmalar sonucunda Gömbel, hakkında kesinleşmiş 46 yıl 3 ay hapis cezası bulunan suçlu olarak yakalandı.  ","{""suç_türü"": ""Organize Örgüt Suçları""}","{
   ""suç_türü"": ""Şiddet Suçları""
}"
699,2024-08-16 00:00:00,avanos,nevşehir,Peribacaları reklam filmi için tahrip edildi iddiası,"  Nevşehir'in Avanos ilçesindeki peribacalarının, bir tekstil firmasının reklam filmi için tahrip edildiği iddia edildi. Bölgeye gelen ekipler, doğaya ve peribacalarına zarar verildiği gerekçesiyle inceleme başlattı.  ","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
700,2024-05-02 00:00:00,avanos,nevşehir,Liseli Hazal'ın ölümüne sebep olan sürücü teslim oldu,  Nevşehir'in Avanos ilçesinde meydana gelen trafik kazasında lise öğrencisi Havva Hazal Yılmaz hayatını kaybetti. Kazaya neden olan otomobil sürücüsü kaçtı ancak daha sonra teslim oldu ve tutuklandı. Kazada yaralanan diğer kişiler ise tedavileri sonrası taburcu edildi. Olayla ilgili soruşturma devam ediyor.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
701,2024-03-31 00:00:00,avanos,nevşehir,"Nevşehir'de otomobil şarampole devrildi: 1 ölü, 2 yaralı","  Nevşehir'in Avanos ilçesinde meydana gelen kazada, otomobilin şarampole devrilmesi sonucu 1 kişi hayatını kaybetti, 2 kişi yaralandı. Kazayla ilgili soruşturma başlatıldı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
702,2024-01-19 00:00:00,avanos,nevşehir,Avanos Mesleki ve Teknik Anadolu Lisesi Öğrencisi Havva Hazal Yılmaz'ın Son Yolculuğu,"  Nevşehir'in Avanos ilçesine bağlı Özkonak kasabasında gece saatlerinde yaşanan kazada hayatını kaybeden Avanos Mesleki ve Teknik Anadolu Lisesi 11. sınıf öğrencisi Havva Hazal Yılmaz, bugün son yolculuğuna uğurlandı. Yılmaz'ın ölüm haberi sevenlerini başta olmak üzere sınıf arkadaşlarını ve öğretmenlerini yasa boğdu. Genç yaşta hayata veda eden Havva Hazal Yılmaz'ın karnesi ve takdir belgesi okuduğu 11/A sınıfındaki masasının üzerine çiçeklerle birlikte bırakıldı. Bu görüntü sonrasında Havva Hazal Yılmaz'ın arkadaşları ve öğretmenleri gözyaşlarına engel olamadı. Avanos İlçe Milli Eğitim Müdürlüğünden yapılan paylaşımda, 'Öğrencilerimize karnelerini vererek ara tatile uğurlayacağımız bugün aldığımız acı bir haber ile üzüntüye boğulduk. Avanos Mesleki ve Teknik Anadolu Lisemiz 11/A sınıfı öğrencisi Havva Hazal Yılmaz, gece saatlerinde geçirdiği elim bir trafik kazası sonucunda hayatını kaybederek aramızdan ayrılmıştır. Hayatının baharında aramızdan ayrılan canımız öğrencimize Allah'tan rahmet, geride kalanlara sabır ve başsağlığı dileriz' denildi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Şiddet Suçları""}"
703,2023-08-31 00:00:00,avanos,nevşehir,"Fotoğrafçı Yücel Erdaş, körüklü fotoğraf makinesiyle turistlere nostalji yaşatıyor","  Fotoğrafçı Yücel Erdaş, Nevşehir'in Avanos ilçesinde körüklü fotoğraf makinesiyle siyah-beyaz fotoğraflarını çektiği turistlere nostalji yaşatıyor. Erdaş, 1920'lerden 1960'lara kadar yaygın kullanılan alaminüt fotoğraf makinesiyle çalışarak siyah-beyaz fotoğraf elde etmenin heyecan verici olduğunu belirtti.  ","{""suç_türü"": ""Hiçbiri""}","{
   ""suç_türü"": ""Hiçbiri""
}"
704,2024-11-18 00:00:00,avcılar,i̇stanbul,Avcılar'da Sünger İmalathanesinde Yangın,"  Avcılar'daki iş hanında çıkan yangında 3 işçi yaralandı, itfaiye müdahale etti.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
705,2024-10-11 00:00:00,avcılar,i̇stanbul,Avcılar'da Motosiklet Kazası,"  Motosiklet sürücüsü hafif ticari araca çarptı, kaza anı güvenlik kamerasında görüntülendi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Şiddet Suçları""}"
706,2024-10-25 00:00:00,avcılar,i̇stanbul,Muğla'da Kaçak Avcılar Ceza Aldı,  Muğla'da dron destekli denetimde iki kaçak avcıya toplam 36 bin 360 TL ceza kesildi.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Ekonomik Suçlar""}"
707,2024-10-20 00:00:00,avcılar,i̇stanbul,Avcılar'da Kaza: Sürücü Kaçtı,"  D-100'de otomobilin diğer araca çarpması sonucu bir sürücü yaralandı, kazaya neden olan kaçtı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Şiddet Suçları"" }"
708,2024-10-23 00:00:00,avcılar,i̇stanbul,Leyla Bayram İlkokulu'nda İyilik Sınıfı Açıldı,"  Avcılar'da açılan İyilik Sınıfı, maddi durumu kötü olan öğrencilere destek sağlamayı amaçlıyor.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
709,2024-12-11 00:00:00,avcılar,i̇stanbul,Yangın İhbarı Uyuşturucu İmalathanesini Açıkladı,"  Avcılar'da yangın ihbarı sırasında uyuşturucu imalathanesi bulundu, iki şüpheli kaçtı.  ","{""suç_türü"": ""Narkotik Suçları""}","{""suç_türü"": ""Narkotik Suçları""}"
710,2024-11-14 00:00:00,avcılar,i̇stanbul,Avcılar'da Zabıta Denetimi,"  Avcılar'da zabıta, kaldırım işgali yapan duba ve malzemeleri topladı. Esnaftan tepki geldi.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
711,2024-10-30 00:00:00,avcılar,i̇stanbul,Avcılar'da Torpil Olayı Kavga ile Sonuçlandı,"  İki çocuk torpil atıp kaçarken, aileleri dükkan sahibine saldırdı; arbede yaşandı, yaralı var.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
712,2024-10-08 00:00:00,ayancık,sinop,Sinop'ta yaşlı çifti dolandıran şahıslar yakalandı,"  Sinop'un Ayancık ilçesinde kendilerini jandarma personeli olarak tanıtarak yaşlı çifti dolandıran şahıslar, polis ekipleri tarafından yakalandı. Şüpheliler, yaşlı çifti arayarak kimlik bilgilerinin hırsızlık suçunda kullanıldığını söyleyerek kandırdı ve evden değerli eşyaları çaldı. Polis ekipleri, şüphelileri yakalayarak çalınan altın ve paraları geri aldı.  ","{""suç_türü"": ""Ekonomik Suçlar""}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
713,2024-07-15 00:00:00,ayancık,sinop,"Sinop'ta 15 Temmuz şehidi Açıkgöz, kabri başında anıldı","  FETÖ'nün 15 Temmuz darbe girişimi sırasında Ankara'da şehit düşen üniversite öğrencisi Ömer Can Açıkgöz, memleketi Sinop'un Ayancık ilçesindeki kabri başında anıldı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
714,2024-01-18 00:00:00,ayancık,sinop,Virajı Alamayan Otomobil Ormanlık Alana Uçtu: 1 Yaralı,"  Sinop'ta otomobilin virajı alamayarak ormanlık alana uçtuğu kazada sürücü yaralandı. Kaza, Ayancık-Sinop yolu üzerinde meydana geldi. Sürücü E.H. hafif şekilde yaralandı ve hastaneye kaldırıldı. Kazayla ilgili inceleme başlatıldı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Hiçbiri""}"
715,2024-10-29 00:00:00,ayancık,sinop,Ayancık'ta Cumhuriyet Yürüyüşü Düzenlendi,"  Sinop'un Ayancık ilçesinde 29 Ekim için yapılan doğa yürüyüşü, coşku dolu anlar yaşattı.  ","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}","{""suç_türü"": ""Hiçbiri""}"
716,2024-01-26 00:00:00,ayancık,sinop,İstanbul'dan Sinop'a giden otobüs kaza yaptı: Ölü ve yaralıların kimlikleri belli oldu,"  İstanbul'dan Sinop'un Ayancık ilçesine sefer yapan bir otobüs, Kastamonu-Sinop karayolunda tarlaya devrildi. Kazada 6 kişi hayatını kaybederken, 33 kişi yaralandı. Yaralılar ve ölüler hastanelere kaldırıldı. Otobüsün İstanbul'dan Sinop'a gitmek üzere 41 yolcu ve 3 mürettebat ile yola çıktığı belirlendi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
717,2024-08-30 00:00:00,ayancık,sinop,Sinop'ta 30 Ağustos Zafer Bayramı törenleri düzenlendi,"  Sinop'un Boyabat, Gerze, Saraydüzü, Durağan, Erfelek, Ayancık, Türkeli ve Dikmen ilçelerinde 30 Ağustos Zafer Bayramı dolayısıyla tören düzenlendi. Törenlerde Atatürk Anıtı'na çelenk sunumu yapıldı, saygı duruşunda bulunuldu ve İstiklal Marşı okundu. Kaymakamlar, belediye başkanları ve diğer yetkililer şehit mezarlarını ziyaret ederek dua etti ve karanfil bıraktı. Törenlere vatandaşlar da katıldı.  ","{
  ""suç_türü"": ""Hiçbiri""
}","{
  ""suç_türü"": ""Hiçbiri""
}"
718,2024-08-09 00:00:00,ayancık,sinop,Anahtar İçin Düşen Adam Hayatını Kaybetti,"  Sinop'un Ayancık ilçesinde, anahtarını almak isterken odunluk mazgalına düşen bir kişi hayatını kaybetti. Olayla ilgili soruşturma başlatıldı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
719,2024-05-27 00:00:00,ayancık,sinop,Sinop'ta kamyonet ile otomobilin çarpıştığı kazada 3 kişi yaralandı,"  Sinop'un Ayancık ilçesinde meydana gelen trafik kazasında, kamyonet ile otomobil çarpıştı. Kazada kamyonet sürücüsü ve otomobilde bulunan 2 kişi yaralandı. Yaralılar ambulansla hastaneye kaldırıldı. Yaralıların hayati tehlikelerinin olmadığı belirtildi. Kazayla ilgili soruşturma başlatıldı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
720,2024-10-15 00:00:00,ayaş,ankara,Traktör Devrildi: 3 Yaralı,"  Ayaş Yolu'nda traktör devrildi, sürücü ve iki kişi hafif yaralandı, hastaneye kaldırıldılar.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
721,2023-08-14 00:00:00,ayaş,ankara,Ayaş Belediye Başkanı Burhan Demirbaş'ın Vefatı,"  Ayaş Belediye Başkanı Burhan Demirbaş, geçirdiği rahatsızlık sonucu 72 yaşında hayatını kaybetti. Ankara Büyükşehir Belediye Başkanı Mansur Yavaş ve Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki başsağlığı dileklerini iletti.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
722,2024-01-03 00:00:00,ayaş,ankara,Mansur Yavaş: Ankara Büyükşehir Belediyesi'ne destek olun,"  Ankara Büyükşehir Belediye Başkanı Mansur Yavaş, Ayaş'ta Seçim Koordinasyon Merkezi'nin (SKM) açılışında yaptığı konuşmada, diğer ilçe belediye başkanlarına çağrıda bulunarak, birlikte projeler üretmelerini ve Ankara halkına hizmet etmelerini istedi. Yavaş, ayrıca belediyenin yaptığı desteklerden bahsederek, insanların mağdur olmasının önüne geçtiklerini belirtti ve siyasetçilere partizanlık yapmamaları çağrısında bulundu.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
723,2023-10-09 00:00:00,ayaş,ankara,Ayaş'ın İçmeceleri 2 bin yıldır dünyaya şifa dağıtıyor,  Ayaş'ın İçmeceleri 2 bin yıldır dünyaya şifa dağıtıyor Avrupa'nın ünlü Karlovy Vary kaplıcası ile benzer özellikleri taşıyan Ayaş İçmece ve Kaplıcaları 2 bin yıldır şifa dağıtıyor.  ,"{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
724,2023-04-23 00:00:00,ayaş,ankara,Ankara Büyükşehir Belediyesi 14 milyon sebze fidesi dağıtacak,"  Ankara Büyükşehir Belediyesi, çiftçilere yüzde 75 hibe yüzde 25 çiftçi katkı payı olan sebze fidesi desteği dağıtımına başladı. Ayaş ve Güdül'de üretim yapan 236 çiftçiye 2 bin 564 adet domates ve 2 bin 579 adet biber olmak üzere toplam 5 bin 143 adet sebze fidesi dağıtıldı. Geçen yıl 9.5 milyon sebze fidesi dağıtan belediye, bu yıl 14 milyon sebze fidesi desteği sağlayacak. Çiftçiler, desteklerinden dolayı belediyeye teşekkür etti.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
725,2023-11-29 00:00:00,ayaş,ankara,Ayaş Domatesi AB'den Coğrafi İşaret Tescili Aldı,"  Tarım ve Orman Bakanlığı, Ayaş domatesinin Avrupa Birliği'nden (AB) coğrafi işaret tescili aldığını açıkladı. Ayaş domatesi, Türkiye'nin 15. AB coğrafi işareti olan ürünüdür. Ayaş domatesi, Ankara'nın ise ilk coğrafi işareti almış ürünüdür.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
726,2023-07-27 00:00:00,ayaş,ankara,Başkentte Artan Sıcaklık Çiftçileri Zorluyor,"  Ankara'da artan hava sıcaklığı sebze ve meyve üretimini olumsuz etkiliyor. Çiftçiler, güneşin en az etkili olduğu saatlere göre tarlada çalışma saatlerini ayarlamak zorunda kalıyor. Sıcak hava nedeniyle mahsuller yanma ve bozulma tehlikesiyle karşı karşıya kalıyor. Çiftçiler, mahsul kaybını önlemek için sulama sayısını artırıyor ve güneşin olmadığı saatleri tercih ediyor. Ayaş Belediye Başkan Yardımcısı Mustafa Ülkü, çiftçilere gerekli yardımların yapıldığını belirtti ve domateslerin yakında festivalle birlikte tezgahlarda yerini alacağını söyledi.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
727,2024-10-19 00:00:00,ayaş,ankara,Meliha Ekin Başkaraağaç'ın Cenazesi,"  CHP Genel Başkanı Özgür Özel, Meliha Ekin Başkaraağaç'ın cenazesine katıldı.  ","{
""suç_türü"": ""Hiçbiri""
}","{
 ""suç_türü"": ""Hiçbiri""
}"
728,2024-12-04 00:00:00,aybastı,ordu,Ordu'da minibüs ile otomobil çarpıştı: Sürücü ve eşi yaralandı,"  Ordu'nun Kabataş ilçesinde meydana gelen trafik kazasında, Yakup Tezin'in yönetimindeki minibüs ile Muharrem Güney'in kullandığı otomobil çarpıştı. Kazada, otomobilde bulunan Muharrem Güney ve eşi Sevilay Güney yaralandı. Yaralılar, Aybastı Devlet Hastanesi'nde tedavi altına alındı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
729,2023-06-22 00:00:00,aybastı,ordu,Ordu'da Heyelan Nedeniyle Ulaşım Sağlanamıyor,"  Ordu'nun Kabataş ilçesinde etkili olan sağanak yağış sonrası Şifasuyu Mahallesi Köleli mevkisindeki Kabataş-Gölköy-Aybastı bağlantı yolunda heyelan meydana geldi. Büyükşehir Belediyesi ve Kabataş Belediyesi ekipleri, yolun ulaşıma açılması için çalışmalarını sürdürüyor. Heyelan meydana gelen bölgede inceleme yapan Kabataş Belediye Başkanı Yakup Yılmaz çalışmalar hakkında bilgi aldı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
